State,n_seats,seats_d,avg_win_d,n_uncontested_d,seats_r,avg_win_r,n_uncontested_r,voteshare_d,weighted_voteshare,t_test_p,non_parametric_p,mean_median_diff,efficiency_gap,partisan_bias
NM,3.0,3.0,0.5996171388319603,0,0.0,N/A,0,0.5996171388319603,0.6041718070303727,-1.0,,-0.019850324999222457,-0.3007657223360794,-0.16666666666666663
NV,4.0,3.0,0.5908318867516488,0,1.0,0.5823076682305234,0,0.5475469980061056,0.5276826290898272,-1.0,,0.0022511941507659117,-0.1549060039877887,0.0
NY,27.0,21.0,0.7936727200001525,6,6.0,0.5319802057436531,0,0.7213054031681957,0.682187838114367,0.9984615073856133,0.0012650621021788155,0.05627488061761632,0.16483302855861362,0.018518518518518545
OH,16.0,4.0,0.7116775226077892,0,12.0,0.5957697052354752,0,0.4810921017253409,0.47614904103024747,0.003816624875372867,0.012433759386620398,0.049821737152962786,0.21218420345068173,0.25
OK,5.0,1.0,0.506984432541011,0,4.0,0.6679408457285996,0,0.36704420992532255,0.3696792791611266,-1.0,,0.023520905259990288,0.034088419850645126,0.09999999999999998
OR,5.0,4.0,0.6491605521401326,0,1.0,0.5882684651241872,0,0.6016747486872686,0.6017269265503478,-1.0,,0.023729223050645176,-0.09665050262546275,0.09999999999999998
PA,18.0,9.0,0.6956120127222062,1,9.0,0.5952743846533632,0,0.5501688140344215,0.5514751698795977,0.9369055532274204,0.1656935481238075,0.03325633789719118,0.10033762806884283,0.05555555555555558
RI,2.0,2.0,0.6524428596560721,0,0.0,N/A,0,0.6524428596560721,0.6513601834522426,-1.0,,0.0,-0.19511428068785586,0.0
SC,7.0,2.0,0.6099510157973437,0,5.0,0.6102386357996863,0,0.4526726932280365,0.44983076625575236,0.5016867356713783,0.4232252984382953,0.03154204468136579,0.11963110074178727,0.2142857142857143
SD,1.0,0.0,N/A,0,1.0,0.6261274897444769,0,0.3738725102555232,0.37387251025552315,-1.0,,0.0,0.24774502051104635,0.5
TN,9.0,2.0,0.7423112753297721,0,7.0,0.6903568982434819,0,0.40579158477279675,0.398122388122882,0.14050877156799227,0.15275354343062691,0.07184173813048234,0.08936094732337131,0.2777777777777778
TX,36.0,13.0,0.7717092936941555,4,23.0,0.6223674083490385,0,0.5199380673887816,0.4823107740991581,0.0017646273193596491,0.008068896250482906,0.0433823613112469,0.178765023666452,0.1388888888888889
UT,4.0,1.0,0.501288841676757,0,3.0,0.6716224120324547,0,0.3716054013948482,0.37728534594417923,-1.0,,0.022920837625348467,-0.006789197210303549,0.0
VA,11.0,7.0,0.6723264631081097,1,4.0,0.5837057212562824,0,0.5792238506119672,0.5699623476919263,0.8204142681723652,0.3183008162818004,0.06802906910524087,0.02208406486029785,0.13636363636363635
VT,1.0,1.0,0.7272730779318963,0,0.0,N/A,0,0.7272730779318963,0.7272730779318963,-1.0,,0.0,-0.045453844136207344,0.5
WA,10.0,7.0,0.7438208478954793,2,3.0,0.5674958008236584,0,0.6504258532797381,0.6429679587240685,0.9091977447467867,0.1265037489099466,0.04636746036741779,0.10085170655947613,0.2
WI,8.0,3.0,0.7914067635617625,1,5.0,0.5970079861216886,0,0.5486475450096056,0.5382860399865221,0.03441004998196037,0.11651899113695269,0.10791307042105569,0.22229509001921124,0.125
WV,3.0,0.0,N/A,0,3.0,0.588712915141847,0,0.4112870848581531,0.4102890606142232,-1.0,,-0.024978880796045877,0.3225741697163061,-0.16666666666666663
WY,1.0,0.0,N/A,0,1.0,0.681139748544175,0,0.3188602514558249,0.3188602514558249,-1.0,,0.0,0.1377205029116499,0.5
