State,Year,District,Dem Votes,GOP Votes,D Voteshare,Incumbent,Party
KY,2016,District 2,16428,28252,0.3676812891674127,0,R
KY,2016,District 20,19829,25775,0.43480835014472413,0,R
KY,2016,District 22,14692,28537,0.339864442850864,0,R
KY,2016,District 24,17958,23705,0.4310299306338958,0,R
KY,2016,District 26,26524,29625,0.47238597303602914,0,R
KY,2016,District 28,20291,23212,0.4664276026940671,0,R
KY,2016,District 30,10151,27747,0.26785054620296583,0,R
KY,2016,District 32,18952,20803,0.4767199094453528,0,R
KY,2016,District 34,17377,28145,0.3817275163657133,0,R
KY,2016,District 36,25977,29729,0.46632319678311135,0,R
KY,2016,District 38,0,25801,0.0,0,R
KY,2016,District 4,18573,19057,0.49356896093542385,0,R
KY,2016,District 6,13217,27139,0.32751015957974033,0,R
KY,2016,District 8,18019,25107,0.4178221954273524,0,R
MA,2016,District 1 Bristol a Plymouth,39168,0,1.0,0,D
MA,2016,District 1 Essex,46338,23539,0.6631366544070295,0,D
MA,2016,District 1 Essex a Middlesex,0,68902,0.0,0,R
MA,2016,District 1 Hampden a Hampshire,51633,0,1.0,0,D
MA,2016,District 1 Middlesex,35068,19825,0.6388428397063378,0,D
MA,2016,District 1 Middlesex a Norfolk,60727,0,1.0,0,D
MA,2016,District 1 Plymou a Bristol,48652,0,1.0,0,D
MA,2016,District 1 Suffolk,50180,0,1.0,0,D
MA,2016,District 1 Suffolk a Middlesex,44854,0,1.0,0,D
MA,2016,District 1 Worcester,46611,0,1.0,0,D
MA,2016,District 2 Bristol a Plymouth,39839,0,1.0,0,D
MA,2016,District 2 Essex,59282,0,1.0,0,D
MA,2016,District 2 Essex a Middlesex,35854,21202,0.6284001682557487,0,D
MA,2016,District 2 Hampden a Hampshire,0,45300,0.0,0,R
MA,2016,District 2 Middlesex,70099,0,1.0,0,D
MA,2016,District 2 Middlesex a Norfolk,54347,0,1.0,0,D
MA,2016,District 2 Plymou a Bristol,37494,18879,0.6651056356766537,0,D
MA,2016,District 2 Suffolk,50742,0,1.0,0,D
MA,2016,District 2 Suffolk a Middlesex,50823,0,1.0,0,D
MA,2016,District 2 Worcester,51630,0,1.0,0,D
MA,2016,District 3 Essex,47179,0,1.0,0,D
MA,2016,District 3 Middlesex,59499,0,1.0,0,D
MA,2016,District 4 Middlesex,59993,0,1.0,0,D
MA,2016,District 5 Middlesex,47561,23393,0.6703075231840347,0,D
MA,2016,"District Berkshire, Hampshire a Franklin",55828,0,1.0,0,D
MA,2016,District Bristol a Norfolk,41846,27248,0.6056386951110082,0,D
MA,2016,District Cape a Islands,58196,35500,0.6211150956284153,0,D
MA,2016,District Hampden,31109,0,1.0,0,D
MA,2016,"District Hampshire, Franklin a Worcester",56857,0,1.0,0,D
MA,2016,District Middlesex a Suffolk,46144,0,1.0,0,D
MA,2016,District Middlesex a Worcester,50828,25546,0.6655144420876214,0,D
MA,2016,District Norfolk a Plymouth,43656,0,1.0,0,D
MA,2016,District Norfolk a Suffolk,58443,0,1.0,0,D
MA,2016,"District Norfolk, Bristol a Middlesex",37830,35856,0.5133946747007573,0,D
MA,2016,"District Norfolk, Bristol a Plymouth",54198,0,1.0,0,D
MA,2016,District Plymou a Barnstable,32365,46229,0.4117998829427183,0,R
MA,2016,District Plymou a Norfolk,36533,42065,0.4648082648413446,0,R
MA,2016,District Worcester a Middlesex,27935,33199,0.45694703438348544,0,R
MA,2016,District Worcester a Norfolk,27195,37513,0.4202726092600606,0,R
MA,2016,"District Worcester, Hampden, Hampshire a Middlesex",37150,30519,0.5489958474338323,0,D
MD,2016,District 1,0,34966,0.0,0,R
MD,2016,District 10,38005,9229,0.804611085235212,0,D
MD,2016,District 11,40472,0,1.0,0,D
MD,2016,District 12,32730,16747,0.6615194939062595,0,D
MD,2016,District 13,47309,0,1.0,0,D
MD,2016,District 14,40262,15177,0.7262396507873519,0,D
MD,2016,District 15,38771,15000,0.7210392218854029,0,D
MD,2016,District 16,48822,12052,0.802017281598055,0,D
MD,2016,District 17,36147,9529,0.7913784044136964,0,D
MD,2016,District 18,41360,0,1.0,0,D
MD,2016,District 19,39393,0,1.0,0,D
MD,2016,District 2,0,29798,0.0,0,R
MD,2016,District 20,42069,4236,0.9085195983155167,0,D
MD,2016,District 21,32262,9311,0.7760325211074496,0,D
MD,2016,District 22,33849,0,1.0,0,D
MD,2016,District 23,53176,0,1.0,0,D
MD,2016,District 24,44568,0,1.0,0,D
MD,2016,District 25,44390,0,1.0,0,D
MD,2016,District 26,42929,3280,0.9290181566361532,0,D
MD,2016,District 27,39664,20359,0.6608133548806291,0,D
MD,2016,District 28,37585,19063,0.6634832650755543,0,D
MD,2016,District 29,19017,28918,0.3967247314071138,0,R
MD,2016,District 3,30391,21471,0.5859974547838495,0,D
MD,2016,District 30,29736,24639,0.5468689655172414,0,D
MD,2016,District 31,18778,29489,0.38904427455611496,0,R
MD,2016,District 32,30384,15306,0.6650032829940906,0,D
MD,2016,District 33,30298,34884,0.46482157650885214,0,R
MD,2016,District 34,24256,24445,0.498059588098807,0,R
MD,2016,District 35,0,33813,0.0,0,R
MD,2016,District 36,17691,33028,0.3488041956663183,0,R
MD,2016,District 37,19691,29520,0.40013411635609925,0,R
MD,2016,District 38,23098,25731,0.4730385631489484,0,R
MD,2016,District 39,32417,8434,0.793542385743311,0,D
MD,2016,District 4,24358,35240,0.40870499010033895,0,R
MD,2016,District 40,26960,0,1.0,0,D
MD,2016,District 41,33284,0,1.0,0,D
MD,2016,District 42,27949,29100,0.4899121807568932,0,R
MD,2016,District 43,35972,0,1.0,0,D
MD,2016,District 44,34834,6280,0.8472539767475799,0,D
MD,2016,District 45,29608,0,1.0,0,D
MD,2016,District 46,26203,7238,0.783559104093777,0,D
MD,2016,District 47,23983,1777,0.9310170807453416,0,D
MD,2016,District 5,15739,39568,0.2845751893973638,0,R
MD,2016,District 6,14108,19511,0.4196436538861953,0,R
MD,2016,District 7,19780,40070,0.33049289891395156,0,R
MD,2016,District 8,24332,23271,0.511144255614142,0,D
MD,2016,District 9,33493,32347,0.5087029161603889,0,D
ME,2016,District 1,8793,5683,0.6074191765681127,0,D
ME,2016,District 10,5336,10431,0.33842836303672225,0,R
ME,2016,District 11,11659,8100,0.5900602257199251,0,D
ME,2016,District 12,12467,7192,0.6341624701154688,0,D
ME,2016,District 13,9881,10266,0.4904452275773068,0,R
ME,2016,District 14,10790,7850,0.578862660944206,0,D
ME,2016,District 15,7197,9497,0.4311129747214568,0,R
ME,2016,District 16,7778,7902,0.49604591836734696,0,R
ME,2016,District 17,8105,9715,0.4548260381593715,0,R
ME,2016,District 18,5789,10966,0.3455088033422859,0,R
ME,2016,District 19,7317,10167,0.41849691146190804,0,R
ME,2016,District 2,7433,7226,0.5070605089023807,0,D
ME,2016,District 20,8993,8758,0.5066193453889921,0,D
ME,2016,District 21,8210,5378,0.6042095967029733,0,D
ME,2016,District 22,6277,10572,0.3725443646507211,0,R
ME,2016,District 23,11580,8490,0.5769805680119582,0,D
ME,2016,District 24,15374,7315,0.6775970734717264,0,D
ME,2016,District 25,15348,9448,0.6189708017422165,0,D
ME,2016,District 26,14743,0,1.0,0,D
ME,2016,District 27,14858,0,1.0,0,D
ME,2016,District 28,15940,0,1.0,0,D
ME,2016,District 29,15077,5215,0.7430021683422038,0,D
ME,2016,District 3,5827,8876,0.3963136774807862,0,R
